country,manufacturing_site,vendor,molecule_test_type,brand,scheduled_delivery_date_y,country_idsum,country_idcount,country_idmean,country_packsum,country_packcount,country_packmean,country_quantitysum,country_quantitycount,country_quantitymean,country_valuesum,country_valuecount,country_valuemean,country_pricesum,country_pricecount,country_pricemean,country_pricesum,country_pricecount,country_pricemean,country_designationsum,country_designationcount,country_designationmean,country_usdsum,country_usdcount,country_usdmean,country_calculatedsum,country_calculatedcount,country_calculatedmean,country_calculatedsum,country_calculatedcount,country_calculatedmean
Côte d'Ivoire,ABBVIE GmbH & Co.KG Wiesbaden,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit",Determine,2006,61792,14,4413.714285714285,855,14,61.07142857142857,29553,14,2110.9285714285716,370713.7,14,26479.55,1066.1,14,76.14999999999999,16.94,14,1.2100000000000002,13,14,0.9285714285714286,658.56,14,47.04,55207.91405864317,14,3943.4224327602265,855403.1041212077,14,61100.22172294341
Côte d'Ivoire,ABBVIE GmbH & Co.KG Wiesbaden,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit",Determine,2006,61792,14,4413.714285714285,855,14,61.07142857142857,29553,14,2110.9285714285716,370713.7,14,26479.55,1066.1,14,76.14999999999999,16.94,14,1.2100000000000002,13,14,0.9285714285714286,658.56,14,47.04,55207.91405864317,14,3943.4224327602265,855403.1041212077,14,61100.22172294341
Côte d'Ivoire,ABBVIE GmbH & Co.KG Wiesbaden,Abbott GmbH & Co. KG,"HIV 1/2, Determine Complete HIV Kit",Determine,2006,61792,14,4413.714285714285,855,14,61.07142857142857,29553,14,2110.9285714285716,370713.7,14,26479.55,1066.1,14,76.14999999999999,16.94,14,1.2100000000000002,13,14,0.9285714285714286,658.56,14,47.04,55207.91405864317,14,3943.4224327602265,855403.1041212077,14,61100.22172294341
Côte d'Ivoire,Bio-Rad Laboratories,BIO-RAD LABORATORIES (FRANCE),"HIV, Genie II HIV-1/HIV-2 Kit",Genie,2006,61792,14,4413.714285714285,855,14,61.07142857142857,29553,14,2110.9285714285716,370713.7,14,26479.55,1066.1,14,76.14999999999999,16.94,14,1.2100000000000002,13,14,0.9285714285714286,658.56,14,47.04,55207.91405864317,14,3943.4224327602265,855403.1041212077,14,61100.22172294341
Vietnam,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Nevirapine,Generic,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,"Ranbaxy, Paonta Shahib, India",SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Lamivudine,Generic,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Stavudine,Generic,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,"BMS Meymac, France",BRISTOL-MYERS SQUIBB,Didanosine,Videx,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,Gilead(Nycomed) Oranienburg DE,"GILEAD SCIENCES IRELAND, INC.",Tenofovir Disoproxil Fumarate,Viread,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Nevirapine,Generic,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Lamivudine/Zidovudine,Generic,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,ABBVIE (Abbott) St. P'burg USA,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Kaletra,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,"Ranbaxy, Paonta Shahib, India",SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Lamivudine,Generic,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,"Cipla, Goa, India",CIPLA LIMITED,Efavirenz,Generic,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,Roche Madrid,Hoffmann-La Roche ltd Basel,Nelfinavir (as mesilate),Viracept,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Vietnam,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Abacavir,Generic,2006,44879,12,3739.9166666666665,1170,12,97.5,152998,12,12749.833333333334,1358232.3599999999,12,113186.02999999998,469.57,12,39.130833333333335,4.18,12,0.34833333333333333,10,12,0.8333333333333334,564.48,12,47.04,13594.48969169071,12,1132.8741409742258,1014997.5626286308,12,84583.13021905256
Nigeria,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Zidovudine,Generic,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Stavudine,Generic,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Lamivudine,Generic,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Lamivudine,Generic,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Lamivudine,Generic,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Nevirapine,Generic,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Stavudine,Generic,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Nevirapine,Generic,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,"Pacific Biotech, Thailand",Orasure Technologies Inc.,"HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,ABBVIE (Abbott) Japan Co. Ltd.,ACCOUN NIGERIA LIMITED,"HIV 1/2, Determine Complete HIV Kit",Determine,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Nigeria,Chembio Diagnostics Sys. Inc.,SCMS from RDC,"HIV 1/2, Stat-Pak HIV, Kit",Stat-Pak,2006,43139,11,3921.7272727272725,1240,11,112.72727272727273,58207,11,5291.545454545455,160146.55,11,14558.777272727271,552.55,11,50.23181818181818,5.6,11,0.509090909090909,5,11,0.45454545454545453,517.4399999999999,11,47.03999999999999,27914.062086262376,11,2537.642007842034,456660.6394642171,11,41514.6035876561
Zambia,MSD South Granville Australia,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz,Stocrin/Sustiva,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,ABBVIE (Abbott) St. P'burg USA,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,ABBVIE Ludwigshafen Germany,ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Lopinavir/Ritonavir,Aluvia,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Trinity Biotech, Plc","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Aurobindo Unit III, India",Aurobindo Pharma Limited,Abacavir,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"BMS Meymac, France",BRISTOL-MYERS SQUIBB,Didanosine,Videx,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Standard Diagnostics, Korea","Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,Gilead(Nycomed) Oranienburg DE,"GILEAD SCIENCES IRELAND, INC.",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,ABBVIE (Abbott) Logis. UK,INTERNATIONAL HEALTHCARE DISTRIBUTORS,Lopinavir/Ritonavir,Kaletra,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,MSD Elkton USA,MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Indinavir,Crixivan,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,Roche Madrid,SCMS from RDC,Nelfinavir (as mesilate),Viracept,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,Gilead(Nycomed) Oranienburg DE,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,ABBVIE Ludwigshafen Germany,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,ABBVIE Ludwigshafen Germany,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,ABBVIE GmbH & Co.KG Wiesbaden,SCMS from RDC,"HIV 1/2, Determine Complete HIV Kit",Determine,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,Gilead(Nycomed) Oranienburg DE,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Zidovudine,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Cipla, Goa, India",SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Efavirenz,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Trinity Biotech, Plc",SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Lamivudine/Zidovudine,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Nevirapine,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Efavirenz,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
Zambia,"Aurobindo Unit III, India",SCMS from RDC,Abacavir,Generic,2007,1029738,96,10726.4375,9745,96,101.51041666666667,1506964,96,15697.541666666666,16485986.84,96,171729.02958333332,2123.31,96,22.1178125,35.660000000000004,96,0.3714583333333334,81,96,0.84375,18897.41,96,196.84802083333332,240889.71822159,96,2509.2678981415625,8319964.44056815,96,86666.29625591823
